identifier,title,date,creator,venue,url
ajc00193_tinyfireflies2015-03-19,Tiny Fireflies Live at Schubas Tavern 2015-03-19,3/19/15,Tiny Fireflies,Schubas Tavern 2015-03-19,https://archive.org/details/ajc00193_tinyfireflies2015-03-19
ajc00194_holiday_1996-11-08,Holiday Live at Lounge Ax 1996-11-08,11/8/96,Holiday,Lounge Ax 1996-11-08,https://archive.org/details/ajc00194_holiday_1996-11-08
ajc00200_jchurch-1997-03-16,J Church Live at Fireside Bowl 1997-03-16,3/16/97,J Church,Fireside Bowl 1997-03-16,https://archive.org/details/ajc00200_jchurch-1997-03-16
ajc00204_birddog-1997-05-21,birddog Live at Lounge Ax 1997-05-21,5/21/97,birddog,Lounge Ax 1997-05-21,https://archive.org/details/ajc00204_birddog-1997-05-21
ajc00207_shoestrings_1997-06-20,Shoestrings Live at Lounge Ax 1997-06-20,6/20/97,Shoestrings,Lounge Ax 1997-06-20,https://archive.org/details/ajc00207_shoestrings_1997-06-20
ajc00208_ljrg_1997-06-20,The Legendary Jim Ruiz Group Live at Lounge Ax 1997-06-20,6/20/97,The Legendary Jim Ruiz Group,Lounge Ax 1997-06-20,https://archive.org/details/ajc00208_ljrg_1997-06-20
ajc00209_dankojones1997-07-24,Danko Jones Live at Fireside Bowl 1997-07-24,7/24/97,Danko Jones,Fireside Bowl 1997-07-24,https://archive.org/details/ajc00209_dankojones1997-07-24
ajc00211_tdg_1997-08-07,Two Dollar Guitar Live at Lounge Ax 1997-08-07,8/7/97,Two Dollar Guitar,Lounge Ax 1997-08-07,https://archive.org/details/ajc00211_tdg_1997-08-07
ajc00212_the_regrets_1997-08-30,The Regrets Live at Lounge Ax 1997-08-30,8/30/97,The Regrets,Lounge Ax 1997-08-30,https://archive.org/details/ajc00212_the_regrets_1997-08-30
ajc00213_harvey-milk-1997-09-06,Harvey Milk Live at Fireside Bowl 1997-09-06,9/6/97,Harvey Milk,Fireside Bowl 1997-09-06,https://archive.org/details/ajc00213_harvey-milk-1997-09-06
ajc00214_din-again-1997-09-11,Din Again Live at Lounge Ax 1997-09-11,9/11/97,Din Again,Lounge Ax 1997-09-11,https://archive.org/details/ajc00214_din-again-1997-09-11
ajc00215_ashtray_boy_1997-09-13,Ashtray Boy Live at Mike's Moonlite Luv Cruise 1997-09-13,9/13/97,Ashtray Boy,Mike's Moonlite Luv Cruise 1997-09-13,https://archive.org/details/ajc00215_ashtray_boy_1997-09-13
ajc00216_aden-1997-09-23,Aden Live at Ida Noyes Hall - Univ. of Chicago 1997-09-23,9/23/97,Aden,Ida Noyes Hall - Univ. of Chicago 1997-09-23,https://archive.org/details/ajc00216_aden-1997-09-23
ajc00217_devilinawoodpile2015-06-11,Devil in a Woodpile Live at Hideout 2015-06-11,6/11/15,Devil in a Woodpile,Hideout 2015-06-11,https://archive.org/details/ajc00217_devilinawoodpile2015-06-11
ajc00218_the-lonesome-organist-1997-10-18,The Lonesome Organist Live at Lounge Ax 1997-10-18,10/18/97,The Lonesome Organist,Lounge Ax 1997-10-18,https://archive.org/details/ajc00218_the-lonesome-organist-1997-10-18
ajc00219_brian-mc-mahon-1997-10-12,Brian McMahon Live at Lounge Ax 1997-10-12,10/12/97,Brian McMahon,Lounge Ax 1997-10-12,https://archive.org/details/ajc00219_brian-mc-mahon-1997-10-12
ajc00221_edd2015-07-24.ajcproject,Eleventh Dream Day Live at The Hideout on 2015-07-24,7/24/15,Eleventh Dream Day,The Hideout,https://archive.org/details/ajc00221_edd2015-07-24.ajcproject
ajc00223_wayouts-1997-11-15,The Wayouts Live at Fireside Bowl 1997-11-15,11/15/97,The Wayouts,Fireside Bowl 1997-11-15,https://archive.org/details/ajc00223_wayouts-1997-11-15
ajc00224_thetossers1997-11-21,The Tossers Live at Village Hall 1997-11-21,11/21/97,The Tossers,Village Hall 1997-11-21,https://archive.org/details/ajc00224_thetossers1997-11-21
ajc00225_rainer-maria-1997-11-30,Rainer Maria Live at Fireside Bowl 1997-11-30,11/30/97,Rainer Maria,Fireside Bowl 1997-11-30,https://archive.org/details/ajc00225_rainer-maria-1997-11-30
ajc00227_joel-paterson-swingtet-2015-06-06,Joel Paterson Swingtet Live at Humboldt Street Festival 2015-06-06,6/6/15,Joel Paterson Swingtet,Humboldt Street Festival 2015-06-06,https://archive.org/details/ajc00227_joel-paterson-swingtet-2015-06-06
ajc00227_moonshinewilly1998-02-21,Moonshine Willy Live at Empty Bottle 1998-02-21,2/21/98,Moonshine Willy,Empty Bottle 1998-02-21,https://archive.org/details/ajc00227_moonshinewilly1998-02-21
ajc00228_julie-meckler-2013-09-29,Julie Meckler Live at The Hideout 2013-09-29,9/29/13,Julie Meckler,The Hideout 2013-09-29,https://archive.org/details/ajc00228_julie-meckler-2013-09-29
ajc00229_cletus_1998-03-07,Cletus Live at Fireside Bowl 1998-03-07,3/7/98,Cletus,Fireside Bowl 1998-03-07,https://archive.org/details/ajc00229_cletus_1998-03-07
ajc00231_velmas_1998-04-04,The Velmas Live at Lounge Ax 1998-04-04,4/4/98,The Velmas,Lounge Ax 1998-04-04,https://archive.org/details/ajc00231_velmas_1998-04-04
ajc00232_paulina-hollers-1998-04-05,Paulina Hollers Live at Lounge Ax 1998-04-05,4/5/98,Paulina Hollers,Lounge Ax 1998-04-05,https://archive.org/details/ajc00232_paulina-hollers-1998-04-05
ajc00233_ericnoden1998-04-10,Eric Noden Live at Logan Beach 1998-04-10,4/10/98,Eric Noden,Logan Beach 1998-04-10,https://archive.org/details/ajc00233_ericnoden1998-04-10
ajc00234_ndi-19980411,New Duncan Imperials Live at Lounge Ax 1998-04-11,4/11/98,New Duncan Imperials,Lounge Ax 1998-04-11,https://archive.org/details/ajc00234_ndi-19980411
ajc00238_40K_1998-05-31,40K Live at Beat Kitchen 1998-05-31,5/31/98,40K,Beat Kitchen 1998-05-31,https://archive.org/details/ajc00238_40K_1998-05-31
ajc00241_moto-1998-06-24,M.O.T.O. Live at Lounge Ax 1998-06-24,6/24/98,M.O.T.O.,Lounge Ax 1998-06-24,https://archive.org/details/ajc00241_moto-1998-06-24
ajc00242_rumbleseat-1998-08-11,Rumbleseat Live at Lounge ax 1998-08-11,8/11/98,Rumbleseat,Lounge ax 1998-08-11,https://archive.org/details/ajc00242_rumbleseat-1998-08-11
ajc00243_spray-paint-2013-09-16,Spray Paint Live at Empty Bottle 2013-09-16,9/16/13,Spray Paint,Empty Bottle 2013-09-16,https://archive.org/details/ajc00243_spray-paint-2013-09-16
ajc00245_lftwc_1999-02-13,Lullaby for the Working Class Live at Empty Bottle 1999-02-13,2/13/99,Lullaby for the Working Class,Empty Bottle 1999-02-13,https://archive.org/details/ajc00245_lftwc_1999-02-13
ajc00246_stimms1999-03-14.ajcproject,Sally Timms Live at Lounge Ax on 1999-03-14,3/14/99,Sally Timms,Lounge Ax,https://archive.org/details/ajc00246_stimms1999-03-14.ajcproject
ajc00249_thearthurlayne2014-11-22,Thee Arthur Layne Live at Wholesome Zone Open House 2014-11-22,11/22/14,Thee Arthur Layne,Wholesome Zone Open House 2014-11-22,https://archive.org/details/ajc00249_thearthurlayne2014-11-22
ajc00250_thirdcoastpercussion2015-06-25,Third Coast Percussion Live at Millennium Park 2015-06-25,6/25/15,Third Coast Percussion,Millennium Park 2015-06-25,https://archive.org/details/ajc00250_thirdcoastpercussion2015-06-25
ajc00251_disappears2015-06-13,Disappears Live at Drill Festival - Metro 2015-06-13,6/13/15,Disappears,Drill Festival - Metro 2015-06-13,https://archive.org/details/ajc00251_disappears2015-06-13
ajc00252_oliviablock2015-06-11,Olivia Block Live at Drill Festival - Hideout 2015-06-11,6/11/15,Olivia Block,Drill Festival - Hideout 2015-06-11,https://archive.org/details/ajc00252_oliviablock2015-06-11
ajc00252_stereo-sedative-2000-02-14,Stereo Sedative Live at Empty Bottle 2000-02-14,2/14/00,Stereo Sedative,Empty Bottle 2000-02-14,https://archive.org/details/ajc00252_stereo-sedative-2000-02-14
ajc00253-tim-hecker-2015-06-13,Tim Hecker Live at Drill Festival - Metro 2015-06-13,6/13/15,Tim Hecker,Drill Festival - Metro 2015-06-13,https://archive.org/details/ajc00253-tim-hecker-2015-06-13
ajc00255_wire2015-06-13,Wire Live at Drill Festival - Goose Island Brewery 2015-06-13,6/13/15,Wire,Drill Festival - Goose Island Brewery 2015-06-13,https://archive.org/details/ajc00255_wire2015-06-13
ajc00256_wire_2015-06-11,Wire with Ken Vandermark and Nate Wooley Live at Drill Festival - Hideout 2015-06-11,6/11/15,Wire,Hideout,https://archive.org/details/ajc00256_wire_2015-06-11
ajc00257_wire_2015-06-13,Wire Live at Drill Festival - Metro 2015-06-13,6/13/15,Wire,Metro,https://archive.org/details/ajc00257_wire_2015-06-13
ajc00258_wire_2015-06-12,Wire Live at Drill Festival - Thalia Hall 2015-06-12,6/12/15,Wire,Thalia Hall,https://archive.org/details/ajc00258_wire_2015-06-12
ajc00259_made-to-fade-2001-02-07,Made To Fade Live at Hideout 2001-02-07,2/7/01,Made To Fade,Hideout 2001-02-07,https://archive.org/details/ajc00259_made-to-fade-2001-02-07
ajc00262_braid-2013-07-19,Braid Live at Threadless - Pitchfork Pre-Party 2013-07-19,7/19/13,Braid,Threadless - Pitchfork Pre-Party 2013-07-19,https://archive.org/details/ajc00262_braid-2013-07-19
ajc00263_erinmckeown2013-12-15.ajcproject,Erin McKeown Live at Hideout on 2013-12-15,12/15/13,Erin McKeown,Hideout,https://archive.org/details/ajc00263_erinmckeown2013-12-15.ajcproject
ajc00264_dorian-taj-2001-06-24,Dorian Taj Live at Hideout 2001-06-24,6/24/01,Dorian Taj,Hideout 2001-06-24,https://archive.org/details/ajc00264_dorian-taj-2001-06-24
ajc00264_frankcatalano2013-08-30,"Frank Catalano, Jimmy Chamberlin and Percy Jones Live at Andy's Jazz Club 2013-08-30",8/30/13,"Frank Catalano, Jimmy Chamberlin and Percy Jones",Andy's Jazz Club 2013-08-30,https://archive.org/details/ajc00264_frankcatalano2013-08-30
ajc00266_girlgroupchicago2013-09-07,Girl Group Chicago Live at Hideout Block Party 2013-09-07,9/7/13,Girl Group Chicago,Hideout Block Party 2013-09-07,https://archive.org/details/ajc00266_girlgroupchicago2013-09-07
ajc00267_bobbyconn2001-09-06,Bobby Conn Live at Empty Bottle 2001-09-06,9/6/01,Bobby Conn,Empty Bottle 2001-09-06,https://archive.org/details/ajc00267_bobbyconn2001-09-06
ajc00267_theletter4_2015-04-11,The Letter 4 Live at Hideout 2015-04-11,4/11/15,The Letter 4,Hideout 2015-04-11,https://archive.org/details/ajc00267_theletter4_2015-04-11
ajc00268_reggiewatts2015-07-11.ajcproject,"Reggie Watts Live at Tour de Fat, Palmer Square on 2015-07-11",7/11/15,Reggie Watts,"Tour de Fat, Palmer Square",https://archive.org/details/ajc00268_reggiewatts2015-07-11.ajcproject
ajc00269_rick-rizzo-2013-09-03,Rick Rizzo Live at The Hideout 2013-09-03,9/3/13,Rick Rizzo,The Hideout 2013-09-03,https://archive.org/details/ajc00269_rick-rizzo-2013-09-03
ajc00270_bean-rizzo2013-09-10,Rick Rizzo and Janet Bean Live at Hideout 2013-09-10,9/10/13,Rick Rizzo and Janet Bean,Hideout 2013-09-10,https://archive.org/details/ajc00270_bean-rizzo2013-09-10
ajc00271_rizzobeanweinstein2013-09-17,"Rick Rizzo, Janet Bean, and Ryan Weinstein Live at Hideout 2013-09-17",9/17/13,"Rick Rizzo, Janet Bean, and Ryan Weinstein",Hideout 2013-09-17,https://archive.org/details/ajc00271_rizzobeanweinstein2013-09-17
ajc00272_rizzotremulis2013-09-24,Rick Rizzo and Nicholas Tremulis Live at Hideout 2013-09-24,9/24/13,Rick Rizzo and Nicholas Tremulis,Hideout 2013-09-24,https://archive.org/details/ajc00272_rizzotremulis2013-09-24
ajc00273_athanor_2013-08-23,Athanor Live at Hideout 2013-08-23,8/23/13,Athanor,Hideout 2013-08-23,https://archive.org/details/ajc00273_athanor_2013-08-23
ajc00273_jol_1996-07-26,Jaws Of Life Live at Fireside Bowl 1996-07-26,7/26/96,Jaws Of Life,Fireside Bowl 1996-07-26,https://archive.org/details/ajc00273_jol_1996-07-26
ajc00274_james-wesley-jackson-2013-08-23,James Wesley Jackson Live at Hideout 2013-08-23,8/23/13,James Wesley Jackson,Hideout 2013-08-23,https://archive.org/details/ajc00274_james-wesley-jackson-2013-08-23
ajc00275_mr-lee-2013-08-23,Mr Lee Live at Hideout 2013-08-23,8/23/13,Mr. Lee,Hideout 2013-08-23,https://archive.org/details/ajc00275_mr-lee-2013-08-23
ajc00276_tvalentine_2013-08-23,T. Valentine Live at Hideout 2013-08-23,8/23/13,T. Valentine,Hideout 2013-08-23,https://archive.org/details/ajc00276_tvalentine_2013-08-23
ajc00277_dead-bolt-1996-10-05,Dead Bolt Live at Empty Bottle 1996-10-05,10/5/96,Deadbolt,Empty Bottle 1996-10-05,https://archive.org/details/ajc00277_dead-bolt-1996-10-05
ajc00277_dirtybird2013-09-07,DirtyBird Live at Township 2013-09-07,9/7/13,DirtyBird,Township 2013-09-07,https://archive.org/details/ajc00277_dirtybird2013-09-07
ajc00278_meatwave2013-09-07,Meat Wave Live at Township 2013-09-07,9/7/13,Meat Wave,Township 2013-09-07,https://archive.org/details/ajc00278_meatwave2013-09-07
ajc00279_radpayoff2013-09-07,Rad Payoff Live at Township 2013-09-07,9/7/13,Rad Payoff,Township 2013-09-07,https://archive.org/details/ajc00279_radpayoff2013-09-07
ajc00280_silverabuse2013-09-07,Silver Abuse Live at Township 2013-09-07,9/7/13,Silver Abuse,Township 2013-09-07,https://archive.org/details/ajc00280_silverabuse2013-09-07
ajc00281_elsinore2015-08-09,Elsinore Live at Schubas Tavern 2015-08-09,8/9/15,Elsinore,Schubas Tavern 2015-08-09,https://archive.org/details/ajc00281_elsinore2015-08-09
ajc00282_ladybug_transistor_1997-06-20,The Ladybug Transistor Live at Lounge Ax 1997-06-20,6/20/97,The Ladybug Transistor,Lounge Ax 1997-06-20,https://archive.org/details/ajc00282_ladybug_transistor_1997-06-20
ajc00282_smd2013-08-09.ajcproject,So Many Dynamos Live at Schubas Tavern on 2013-08-09,8/9/13,So Many Dynamos,Schubas Tavern,https://archive.org/details/ajc00282_smd2013-08-09.ajcproject
ajc00283_cch_1997-07-24,Cold Cold Hearts Live at Fireside Bowl 1997-07-24,7/24/97,Cold Cold Hearts,Fireside Bowl 1997-07-24,https://archive.org/details/ajc00283_cch_1997-07-24
ajc00283_thenoisefm2015-08-09,The Noise FM Live at Schubas Tavern 2015-08-09,8/9/15,The Noise FM,Schubas Tavern 2015-08-09,https://archive.org/details/ajc00283_thenoisefm2015-08-09
ajc00284_alvin-lucier-2014-03-21,Alvin Lucier Live at Museum of Contemporary Art 2014-03-21,3/21/14,Alvin Lucier,Museum of Contemporary Art 2014-03-21,https://archive.org/details/ajc00284_alvin-lucier-2014-03-21
ajc00285_alvin-lucier-2014-03-22,Alvin Lucier Live at Museum of Contemporary Art 2014-03-22,3/22/14,Alvin Lucier,Museum of Contemporary Art 2014-03-22,https://archive.org/details/ajc00285_alvin-lucier-2014-03-22
ajc00285_verbena_1997-08-30,Verbena Live at Lounge Ax 1997-08-30,8/30/97,Verbena,Lounge Ax 1997-08-30,https://archive.org/details/ajc00285_verbena_1997-08-30
ajc00286_alvinlucier2014-03-23,Alvin Lucier Live at Museum of Contemporary Art 2004-03-23,3/23/14,Alvin Lucier,Museum of Contemporary Art 2004-03-23,https://archive.org/details/ajc00286_alvinlucier2014-03-23
ajc00286_eelpie1997-09-11,Eel Pie Live at Lounge Ax 1997-09-11,9/11/97,Eel Pie,Lounge Ax 1997-09-11,https://archive.org/details/ajc00286_eelpie1997-09-11
ajc00287_archer-prewitt-2014-04-21,Archer Prewitt Live at The Burlington 2014-04-21,4/21/14,Archer Prewitt,The Burlington 2014-04-21,https://archive.org/details/ajc00287_archer-prewitt-2014-04-21
ajc00287_velour_motel_1997-09-13,Velour Motel Live at Mike'a Moonlite Luv Cruise 1997-09-13,9/13/97,Velour Motel,Mike'a Moonlite Luv Cruise 1997-09-13,https://archive.org/details/ajc00287_velour_motel_1997-09-13
ajc00288_bearclaw2014-04-05,Bear Claw Live at Schubas Tavern 2014-04-05,4/5/14,Bear Claw,Schubas Tavern 2014-04-05,https://archive.org/details/ajc00288_bearclaw2014-04-05
ajc00288_lozenge1997-11-14,Lozenge Live at Fireside Bowl 1997-11-14,11/14/97,Lozenge,Fireside Bowl 1997-11-14,https://archive.org/details/ajc00288_lozenge1997-11-14
ajc00289_bitchin-bajas-2014-04-17,Bitchin Bajas Live at Hideout 2014-04-17,4/17/14,Bitchin Bajas,Hideout 2014-04-17,https://archive.org/details/ajc00289_bitchin-bajas-2014-04-17
ajc00289_compound-red-1997-11-30,Compound Red Live at Fireside Bowl 1997-11-30,11/30/97,Compound Red,Fireside Bowl 1997-11-30,https://archive.org/details/ajc00289_compound-red-1997-11-30
ajc00290_bricabrac2014-01-09,Bric-a-Brac Live at Schubas Tavern 2014-01-09,1/9/14,Bric-a-Brac,Schubas Tavern 2014-01-09,https://archive.org/details/ajc00290_bricabrac2014-01-09
ajc00291_brokeback2014-05-22,Brokeback Live at Hideout 2014-05-22,5/22/14,Brokeback,Hideout 2014-05-22,https://archive.org/details/ajc00291_brokeback2014-05-22
ajc00291_oblivion_1998-03-07,Oblivion Live at Fireside Bowl 1998-03-07,3/7/98,Oblivion,Fireside Bowl 1998-03-07,https://archive.org/details/ajc00291_oblivion_1998-03-07
ajc00292_canasta2014-05-03,Canasta Live at Mayne Stage 2014-05-03,5/3/14,Canasta,Mayne Stage 2014-05-03,https://archive.org/details/ajc00292_canasta2014-05-03
ajc00292_chris-mills-1998-04-05,Chris Mills Live at Lounge Ax 1998-04-05,4/5/98,Chris Mills,Lounge Ax 1998-04-05,https://archive.org/details/ajc00292_chris-mills-1998-04-05
ajc00293_cheer-accident-2014-01-10,Cheer-Accident Live at Hideout 2014-01-10,1/10/14,Cheer-Accident,Hideout 2014-01-10,https://archive.org/details/ajc00293_cheer-accident-2014-01-10
ajc00294_cheer-accident_2014-02-01,Cheer-Accident Live at Hideout 2014-02-01,2/1/14,Cheer-Accident,Hideout 2014-02-01,https://archive.org/details/ajc00294_cheer-accident_2014-02-01
ajc00295_cloudbirds2014-01-21,Cloudbirds Live at Schubas 2014-01-21,1/21/14,Cloudbirds,Schubas 2014-01-21,https://archive.org/details/ajc00295_cloudbirds2014-01-21
ajc00296_coltranemotion2014-01-09,Coltrane Motion Live at Schubas Tavern 2014-01-09,1/9/14,Coltrane Motion,Schubas Tavern 2014-01-09,https://archive.org/details/ajc00296_coltranemotion2014-01-09
ajc00296_liz-phair-1999-03-14,Liz Phair Live at Lounge Ax 1999-03-14,3/14/99,Liz Phair,Lounge Ax 1999-03-14,https://archive.org/details/ajc00296_liz-phair-1999-03-14
ajc00297_devilinawoodpile2015-05-30,Devil in a Woodpile Live at Wire 2015-05-30,5/30/15,Devil in a Woodpile,Wire 2015-05-30,https://archive.org/details/ajc00297_devilinawoodpile2015-05-30
ajc00298_devilinawoodpile2015-06-04,Devil in a Woodpile Live at Hideout 2015-06-04,6/4/15,Devil in a Woodpile,Hideout 2015-06-04,https://archive.org/details/ajc00298_devilinawoodpile2015-06-04
ajc00299_dbh-2000-02-14,Devil Bell Hippies Live at Empty Bottle 2000-02-14,2/14/00,Devil Bell Hippies,Empty Bottle 2000-02-14,https://archive.org/details/ajc00299_dbh-2000-02-14
ajc00299_devilinawoodpile2015-06-06,Devil in a Woodpile Live at Humboldt Park 2015-06-06,6/6/15,Devil in a Woodpile,Humboldt Park 2015-06-06,https://archive.org/details/ajc00299_devilinawoodpile2015-06-06
ajc00300_diarrhea-planet-2014-03-01,Diarrhea Planet Live at Empty Bottle 2014-03-01,3/1/14,Diarrhea Planet,Empty Bottle 2014-03-01,https://archive.org/details/ajc00300_diarrhea-planet-2014-03-01
ajc00301_boom_hank_2001-02-07,Boom Hank Live at Hideout - Chicago's Finest Hour Festival 2001-02-07,2/7/01,Boom Hank,Hideout - Chicago's Finest Hour Festival 2001-02-07,https://archive.org/details/ajc00301_boom_hank_2001-02-07
ajc00301_diarrhea-planet-2014-01-19,Diarrhea Planet Live at saki 2014-01-19,1/19/14,Diarrhea Planet,saki 2014-01-19,https://archive.org/details/ajc00301_diarrhea-planet-2014-01-19
ajc00302_dosh-ghostband2014-04-17.ajcproject,Dosh and Ghostband Live at The Hideout on 2014-04-17,4/17/14,Dosh,The Hideout,https://archive.org/details/ajc00302_dosh-ghostband2014-04-17.ajcproject
ajc00303_dump2014-04-13,Dump Live at Hideout 2014-04-13,4/13/14,Dump,Hideout 2014-04-13,https://archive.org/details/ajc00303_dump2014-04-13
ajc00304_edd2014-04-06.ajcproject,Eleventh Dream Day Live at The Hideout on 2014-04-06,4/6/14,Eleventh Dream Day,The Hideout,https://archive.org/details/ajc00304_edd2014-04-06.ajcproject
ajc00304_upsydaisy2001-06-24,Upsy Daisy Live at Hideout 2001-06-24,6/24/01,Upsy Daisy,Hideout 2001-06-24,https://archive.org/details/ajc00304_upsydaisy2001-06-24
ajc00305_edd2014-04-13.ajcproject,Eleventh Dream Day Live at Hideout on 2014-04-13,4/13/14,Eleventh Dream Day,Hideout,https://archive.org/details/ajc00305_edd2014-04-13.ajcproject
